date,budgetYear,description,amountUSD,srcOrganization,srcOrganizationTypes,srcLocations,srcUsageYearStart,srcUsageYearEnd,destPlan,destPlanCode,destPlanId,destOrganization,destOrganizationTypes,destGlobalClusters,destLocations,destProject,destProjectCode,destEmergency,destUsageYearStart,destUsageYearEnd,contributionType,flowType,method,boundary,onBoundary,status,firstReportedDate,decisionDate,keywords,originalAmount,originalCurrency,exchangeRate,id,refCode,createdAt,updatedAt
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,Tchad Besoins Humanitaires et Plan de Réponse 2026,HTCD26,1501,World Food Programme,Multilateral Organizations,Food Security,TCD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301290,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-02-06
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,TGO,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301291,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2025-01-21
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,Mali Besoins Humanitaires et Plan de Réponse 2026,HMLI26,1511,World Food Programme,Multilateral Organizations,Food Security,MLI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301292,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-02-17
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",898957,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,MRT,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.927,301293,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2024-11-27
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,BEN,,,,2026,2026,financial,Parked,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301294,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2024-11-27
2023-11-20,2026,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",889363,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,MRT,,,,2026,2026,financial,Parked,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,833333,EUR,0.937,301296,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2025-01-21
2023-11-20,2025,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",444681,"Germany, Government of",Governments,DEU,2026,2026,République Centrafricaine Besoins Humanitaires et Plan de Réponse 2026,HCAF26,1507,World Food Programme,Multilateral Organizations,Food Security,CAF,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,416666,EUR,0.937,301317,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-01-19
2023-11-20,2025,"CSP Benin, Burkina Faso, Cameroon, Central Africa, Chad, Côte d’Ivoire, Ghana, Mali, Mauritania, Niger, Nigeria, Togo: Ernährungssicherheit in West- und Zentralafrika",444681,"Germany, Government of",Governments,DEU,2026,2026,Niger Besoins Humanitaires et Plan de Réponse 2026,HNER26,1513,World Food Programme,Multilateral Organizations,Food Security,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-02-10,2023-11-20,Multiyear,416666,EUR,0.937,301322,F-PF-2-2/AFR/WST/WFP/2023/01,2024-11-27,2026-01-12
2023-11-17,2024,World Food Programme,0,"Germany, Government of",Governments,DEU,2023,2026,,,,World Food Programme,Multilateral Organizations,,,,,,2023,2026,in kind,Parked,Traditional aid,outgoing,shared,commitment,2023-11-18,2023-11-17,Multiyear,0,EUR,0.937,293817,BF-F-PF-2-321.50/AFR/MIT/WFP/2,2023-11-19,2026-01-29
2023-11-17,2026,Duration From 010123 to 311226 (47 months),8537887,"Germany, Government of",Governments,DEU,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,World Food Programme,Multilateral Organizations,Food Security,COD,,,,2026,2026,in kind,Standard,Traditional aid,outgoing,single,commitment,2023-11-18,2023-11-17,Multiyear,8000000,EUR,0.937,293830,BF-F-PF-2-321.50/AFR/MIT/WFP/2,2023-11-19,2026-01-29
2023-11-17,2026,Duration From 010123 to 311226 (47 months),2134472,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,COG,,,,2026,2026,in kind,Standard,Traditional aid,outgoing,single,commitment,2023-11-18,2023-11-17,Multiyear,2000000,EUR,0.937,293831,BF-F-PF-2-321.50/AFR/MIT/WFP/2,2023-11-19,2023-11-23
2023-10-23,2026,Algeria Interim Country Strategic Plan July 2019-December 2024 and Libya Country Strategic Plan 2023-2025,0,"Germany, Government of",Governments,DEU,2023,2026,,,,World Food Programme,Multilateral Organizations,,"DZA,LBY",,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2023-11-28,2023-10-23,Multiyear,0,EUR,0.941,295408,PF-2-2-321.50/AFR/NOR/WFP/2023,2023-11-29,2026-02-10
2023-10-23,2026,Algeria Interim Country Strategic Plan July 2019-December 2024 and Libya Country Strategic Plan 2023-2025,4250797,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,DZA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-11-28,2023-10-23,Multiyear,4000000,EUR,0.941,295409,PF-2-2-321.50/AFR/NOR/WFP/2023,2024-12-13,2026-02-10
2023-10-23,2026,Algeria Interim Country Strategic Plan July 2019-December 2024 and Libya Country Strategic Plan 2023-2025,2125399,"Germany, Government of",Governments,DEU,2026,2026,,,,World Food Programme,Multilateral Organizations,Food Security,LBY,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-11-28,2023-10-23,Multiyear,2000000,EUR,0.941,295410,PF-2-2-321.50/AFR/NOR/WFP/2023,2024-12-13,2026-02-10
2023-10-06,2023,south sudan,-1,"Germany, Government of",Governments,DEU,2023,2026,,,,Help - Hilfe zur Selbsthilfe e.V.,NGOs,,SSD,,,,2023,2026,in kind,Parked,Traditional aid,outgoing,shared,commitment,2023-10-07,2023-10-06,Multiyear,0,EUR,0.948,291105,BF-F-PF-2-321.50/AFR/SSD/Help/,2023-10-08,2026-01-14
2023-10-06,2026,south sudan,395570,"Germany, Government of",Governments,DEU,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,Help - Hilfe zur Selbsthilfe e.V.,NGOs,"Food Security,Nutrition,Water Sanitation Hygiene",SSD,,,Sudan Complex Emergency 2023,2026,2026,in kind,Standard,Traditional aid,outgoing,single,commitment,2023-10-07,2023-10-06,Multiyear,375000,EUR,0.948,291109,BF-F-PF-2-321.50/AFR/SSD/Help/,2023-10-08,2026-01-14
2023-10-05,2023,Humedica,0,"Germany, Government of",Governments,DEU,2023,2026,,,,Humedica,NGOs,,,,,,2023,2026,in kind,Parked,Traditional aid,outgoing,shared,commitment,2023-10-06,2023-10-05,Multiyear,0,EUR,0.948,291076,BF-F-PF-2-321.50/AFR/SUD/Humed,2023-10-07,2026-01-15
2023-10-05,2026,Duration From 010923 to 310826 (35 months),359359,"Germany, Government of",Governments,DEU,2026,2026,,,,Humedica,NGOs,"Emergency Shelter and NFI,Food Security,Health,Nutrition,Water Sanitation Hygiene",MDG,,,,2026,2026,in kind,Parked,Traditional aid,outgoing,single,commitment,2023-10-06,2023-10-05,Multiyear,340672,EUR,0.948,291083,BF-F-PF-2-321.50/AFR/SUD/Humed,2023-10-07,2023-10-09
2023-10-05,2026,Duration From 010923 to 310826 (35 months),391343,"Germany, Government of",Governments,DEU,2026,2026,Mozambique Humanitarian Needs and Response Plan 2026,HMOZ26,1506,Humedica,NGOs,"Emergency Shelter and NFI,Food Security,Health,Nutrition,Water Sanitation Hygiene",MOZ,,,,2026,2026,in kind,Parked,Traditional aid,outgoing,single,commitment,2023-10-06,2023-10-05,Multiyear,370993,EUR,0.948,291084,BF-F-PF-2-321.50/AFR/SUD/Humed,2023-10-07,2026-01-15
2023-09-21,2023,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,-121755,"Germany, Government of",Governments,DEU,2023,2026,,,,World Health Organization,Multilateral Organizations,,,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-01-23,2023-09-21,Multiyear,0,EUR,0.948,300185,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-02-18
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal  Response to disease outbreaks and health crises in Africa,189873,"Germany, Government of",Governments,DEU,2026,2026,Cameroon Humanitarian Needs and Response Plan 2026,HCMR26,1498,World Health Organization,Multilateral Organizations,Health,CMR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,180000,EUR,0.948,300196,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-01-12
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,443038,"Germany, Government of",Governments,DEU,2026,2026,République Démocratique du Congo Besoins Humanitaires et Plan de Réponse 2026,HCOD26,1509,World Health Organization,Multilateral Organizations,Health,COD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,420000,EUR,0.948,300197,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-01-29
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,1353383,"Germany, Government of",Governments,DEU,2026,2026,Sudan Humanitarian Needs and Response Plan 2026,HSDN26,1514,World Health Organization,Multilateral Organizations,Health,SDN,,,Sudan Complex Emergency 2023,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,1260000,EUR,0.931,300198,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-01-14
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,257787,"Germany, Government of",Governments,DEU,2026,2026,South Sudan Humanitarian Needs and Response Plan 2026,HSSD26,1512,World Health Organization,Multilateral Organizations,Health,SSD,,,Sudan Complex Emergency 2023,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,240000,EUR,0.931,300199,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-01-20
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,128894,"Germany, Government of",Governments,DEU,2026,2026,,,,World Health Organization,Multilateral Organizations,Health,MWI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,120000,EUR,0.931,300200,321.50/AFR/mult/WHO/2023/01,2024-01-24,2024-01-30
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,189873,"Germany, Government of",Governments,DEU,2026,2026,Burkina Faso Besoins Humanitaires et Plan de Réponse 2026,HBFA26,1499,World Health Organization,Multilateral Organizations,Health,BFA,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,180000,EUR,0.948,300201,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-02-18
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,189873,"Germany, Government of",Governments,DEU,2026,2026,Mali Besoins Humanitaires et Plan de Réponse 2026,HMLI26,1511,World Health Organization,Multilateral Organizations,Health,MLI,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,180000,EUR,0.948,300202,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-02-17
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,126582,"Germany, Government of",Governments,DEU,2026,2026,Niger Besoins Humanitaires et Plan de Réponse 2026,HNER26,1513,World Health Organization,Multilateral Organizations,Health,NER,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,120000,EUR,0.948,300203,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-01-12
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,96670,"Germany, Government of",Governments,DEU,2026,2026,Tchad Besoins Humanitaires et Plan de Réponse 2026,HTCD26,1501,World Health Organization,Multilateral Organizations,Health,TCD,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,90000,EUR,0.931,300204,321.50/AFR/mult/WHO/2023/01,2024-01-24,2026-02-06
2023-09-21,2026,WHO Health Emergencies Programme Support to WHO’s Health Emergency Appeal 2023 Response to disease outbreaks and health crisesin Africa  ,225564,"Germany, Government of",Governments,DEU,2026,2026,,,,World Health Organization,Multilateral Organizations,Health,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-01-23,2023-09-21,Multiyear,210000,EUR,0.931,300205,321.50/AFR/mult/WHO/2023/01,2024-01-24,2024-01-30
2023-08-23,2023,Survey and Clearance for a Mine Free Zimbabwe 2025,0,"Germany, Government of",Governments,DEU,2023,2026,,,,Norwegian People's Aid,NGOs,Protection - Mine Action,ZWE,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2024-02-23,2023-08-23,"Mine action,Multiyear",0,EUR,0.914,302266,S07‑40/440.70#00005#0038 ‑ ZWE,2024-02-24,2026-02-10
2023-08-23,2026,Survey and Clearance for a Mine Free Zimbabwe 2025,766713,"Germany, Government of",Governments,DEU,2026,2026,,,,Norwegian People's Aid,NGOs,Protection - Mine Action,ZWE,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2024-11-09,2023-08-23,"Mine action,Multiyear",705836,EUR,0.9206,326909,S07‑40/440.70#00005#0038 ‑ ZWE,2024-11-10,2024-11-11
2023-07-28,2023,ICRC Unearmarked Field Contribution 2023-2026,-37444934,"Germany, Government of",Governments,DEU,2023,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2023-08-26,2023-07-28,Multiyear,-34000000,EUR,0.908,286680,MULT/IKRK/PROTECTION/2023/01,2023-08-27,2024-12-01
2023-07-28,2026,ICRC Unearmarked Field Contribution 2023-2026,5506608,"Germany, Government of",Governments,DEU,2026,2026,,,,German Federal Foreign Office Auswärtiges Amt,Governments,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-08-26,2023-07-28,Multiyear,5000000,EUR,0.908,286684,MULT/IKRK/PROTECTION/2023/01,2024-11-28,2024-11-29
2023-07-27,2023,ICRC Special Appeal to Combat Sexualised Violence (2023-2026),-1,"Germany, Government of",Governments,DEU,2023,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,,,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2023-08-26,2023-07-27,Multiyear,0,EUR,0.908,286685,GLOB/IKRK/GENDER/PROTECTION/20,2023-08-27,2024-11-18
2023-07-27,2026,ICRC Special Appeal to Combat Sexualised Violence (2023-2026),1101322,"Germany, Government of",Governments,DEU,2026,2026,,,,International Committee of the Red Cross,Red Cross/Red Crescent Organizations,Protection - Gender-Based Violence,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-08-26,2023-07-27,Multiyear,1000000,EUR,0.908,286689,GLOB/IKRK/GENDER/PROTECTION/20,2024-11-15,2024-11-18
2023-07-14,2025,Multisektorale Hilfe und Resilienzstärkung Ukraine für die kriegsbetroffene Bevölkerung in der Ukraine,0,"Germany, Government of",Governments,DEU,2023,2026,,,,Malteser International Order of Malta World Relief,NGOs,,UKR,,,,2023,2026,financial,Parked,Traditional aid,outgoing,shared,commitment,2023-12-02,2023-07-14,Multiyear,0,EUR,0.9059,295565,UKR/Reg/MALTESER/2023/01,2023-12-03,2026-02-10
2023-07-14,2026,Multisektorale Hilfe und Resilienzstärkung Ukraine für die kriegsbetroffene Bevölkerung in der Ukraine,1385809,"Germany, Government of",Governments,DEU,2026,2026,Ukraine Humanitarian Needs and Response Plan 2026,HUKR26,1515,Malteser International Order of Malta World Relief,NGOs,"Emergency Shelter and NFI,Health",UKR,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-12-02,2023-07-14,Multiyear,1250000,EUR,0.902,295577,UKR/Reg/MALTESER/2023/01,2023-12-03,2026-01-12
2023-07-13,2026,Call to Action Field Implementation (CAFI),1095290,"Germany, Government of",Governments,DEU,2026,2026,,,,German Federal Foreign Office Auswärtiges Amt,Governments,,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-11-21,2023-07-13,Multiyear,1000000,EUR,0.913,294266,GLOB/CARE/GENDER/CTA/2023/01,2024-11-23,2024-11-25
2023-07-13,2026,Strengthening German humanitarian WASH assistance and its local partners,749465,"Germany, Government of",Governments,DEU,2026,2026,,,,German Toilet Organization e.V.,NGOs,Water Sanitation Hygiene,,,,,2026,2026,financial,Standard,Traditional aid,outgoing,single,commitment,2023-11-21,2023-07-13,Multiyear,700000,EUR,0.934,294274,GLOB/GTO/WASH/2023/01,2025-01-11,2025-02-26
